driver,stint,lap,car,lapTime,fuelCorrectedLaptime,calcElapsedTime,calcTimeToLeader,calcGapToLeader,lapsBehind,carLapAsRaceLap,stopCount,stopTime,stoppingLap,totalStopTime,tyres
M. SCHUMACHER,4,59,7,90.661,90.409,5431.841,15.189,102.351,1,60,3,0,0,61.022,HN
M. SCHUMACHER,4,60,7,89.672,89.456,5521.513,17.656,104.861,1,61,3,0,0,61.022,HN
M. SCHUMACHER,4,61,7,89.848,89.668,5611.361,19.829,107.504,1,62,3,0,0,61.022,HN
M. SCHUMACHER,4,62,7,89.833,89.689,5701.194,22.182,109.662,1,63,3,0,0,61.022,HN
M. SCHUMACHER,4,63,7,90.277,90.169,5791.471,24.394,112.459,1,64,3,0,0,61.022,HN
M. SCHUMACHER,4,64,7,89.851,89.779,5881.322,26.403,114.245,1,65,3,0,0,61.022,HN
M. SCHUMACHER,4,65,7,90.373,90.337,5971.695,28.394,116.776,1,66,3,0,0,61.022,HN
F. MASSA,1,1,6,99.979,97.639,99.979,5.485,5.485,0,1,0,0,0,0,SU
F. MASSA,1,2,6,92.589,90.285,192.568,7.262,7.262,0,2,0,0,0,0,SU
F. MASSA,1,3,6,92.187,89.919,284.755,8.843,8.843,0,3,0,0,0,0,SU
F. MASSA,1,4,6,92.103,89.871,376.858,10.934,10.934,0,4,0,0,0,0,SU
F. MASSA,1,5,6,91.895,89.699,468.753,12.511,12.511,0,5,0,0,0,0,SU
F. MASSA,1,6,6,91.839,89.679,560.592,14.311,14.311,0,6,0,0,0,0,SU
F. MASSA,1,7,6,91.897,89.773,652.489,16.201,16.201,0,7,0,0,0,0,SU
F. MASSA,1,8,6,92.087,89.999,744.576,18.124,18.124,0,8,0,0,0,0,SU
F. MASSA,1,9,6,92.012,89.96,836.588,19.833,19.833,0,9,0,0,0,0,SU
F. MASSA,1,10,6,93.074,91.058,929.662,20.082,20.082,0,10,0,0,0,0,SU
F. MASSA,1,11,6,96.365,94.385,1026.027,22.494,22.494,0,11,1,20.8,1,20.8,SU
F. MASSA,2,12,6,107.941,105.997,1133.968,26.843,26.843,0,12,1,0,0,20.8,SU
F. MASSA,2,13,6,91.307,89.399,1225.275,28.341,28.341,0,13,1,0,0,20.8,SU
F. MASSA,2,14,6,90.707,88.835,1315.982,29.27,29.27,0,14,1,0,0,20.8,SU
F. MASSA,2,15,6,91.43,89.594,1407.412,30.844,30.844,0,15,1,0,0,20.8,SU
F. MASSA,2,16,6,91.783,89.983,1499.195,32.729,32.729,0,16,1,0,0,20.8,SU
F. MASSA,2,17,6,91.291,89.527,1590.486,33.704,33.704,0,17,1,0,0,20.8,SU
F. MASSA,2,18,6,91.082,89.354,1681.568,34.311,34.311,0,18,1,0,0,20.8,SU
F. MASSA,2,19,6,90.93,89.238,1772.498,34.691,34.691,0,19,1,0,0,20.8,SU
F. MASSA,2,20,6,91.065,89.409,1863.563,37.732,37.732,0,20,1,0,0,20.8,SU
F. MASSA,2,21,6,93.836,92.216,1957.399,42.973,42.973,0,21,2,21.635,1,42.435,SU
F. MASSA,3,22,6,107.668,106.084,2065.067,61.619,61.619,0,22,2,0,0,42.435,SU
F. MASSA,3,23,6,90.223,88.675,2155.29,60.434,60.434,0,23,2,0,0,42.435,SU
F. MASSA,3,24,6,89.081,87.569,2244.371,49.078,49.078,0,24,2,0,0,42.435,SU
F. MASSA,3,25,6,89.942,88.466,2334.313,50.509,50.509,0,25,2,0,0,42.435,SU
F. MASSA,3,26,6,89.386,87.946,2423.699,51.351,51.351,0,26,2,0,0,42.435,SU
F. MASSA,3,27,6,89.518,88.114,2513.217,52.422,52.422,0,27,2,0,0,42.435,SU
F. MASSA,3,28,6,89.964,88.596,2603.181,53.992,53.992,0,28,2,0,0,42.435,SU
F. MASSA,3,29,6,90.917,89.585,2694.098,56.085,56.085,0,29,2,0,0,42.435,SU
F. MASSA,3,30,6,90.396,89.1,2784.494,56.777,56.777,0,30,2,0,0,42.435,SU
F. MASSA,3,31,6,90.259,88.999,2874.753,58.038,58.038,0,31,2,0,0,42.435,SU
F. MASSA,3,32,6,90.91,89.686,2965.663,59.787,59.787,0,32,2,0,0,42.435,SU
F. MASSA,3,33,6,91.048,89.86,3056.711,60.588,60.588,0,33,2,0,0,42.435,SU
F. MASSA,3,34,6,90.867,89.715,3147.578,60.186,60.186,0,34,2,0,0,42.435,SU
F. MASSA,3,35,6,91.879,90.763,3239.457,59.196,59.196,0,35,2,0,0,42.435,SU
F. MASSA,3,36,6,94.786,93.706,3334.243,50.452,50.452,0,36,3,22.419,1,64.854,HN
F. MASSA,4,37,6,110.369,109.325,3444.612,72.132,72.132,0,37,3,0,0,64.854,HN
F. MASSA,4,38,6,94.224,93.216,3538.836,77.794,77.794,0,38,3,0,0,64.854,HN
F. MASSA,4,39,6,90.593,89.621,3629.429,79.522,79.522,0,39,3,0,0,64.854,HN
F. MASSA,4,40,6,90.635,89.699,3720.064,81.204,81.204,0,40,3,0,0,64.854,HN
F. MASSA,4,41,6,90.438,89.538,3810.502,82.84,82.84,0,41,3,0,0,64.854,HN
F. MASSA,4,42,6,91.057,90.193,3901.559,85.704,85.704,0,42,3,0,0,64.854,HN
F. MASSA,4,43,6,92.775,91.947,3994.334,1.559,90.546,1,44,3,0,0,64.854,HN
F. MASSA,4,44,6,91.396,90.604,4085.73,4.948,92.955,1,45,3,0,0,64.854,HN
F. MASSA,4,45,6,90.644,89.888,4176.374,7.505,95.592,1,46,3,0,0,64.854,HN
F. MASSA,4,46,6,90.727,90.007,4267.101,10.055,98.232,1,47,3,0,0,64.854,HN
F. MASSA,4,47,6,90.814,90.13,4357.915,10.46,99.677,1,48,3,0,0,64.854,HN
F. MASSA,4,48,6,91.023,90.375,4448.938,11.446,101.483,1,49,3,0,0,64.854,HN
F. MASSA,4,49,6,90.614,90.002,4539.552,102.06,102.06,0,49,3,0,0,64.854,HN
F. MASSA,4,50,6,93.359,92.783,4632.911,4.658,92.114,1,51,3,0,0,64.854,HN
F. MASSA,4,51,6,90.834,90.294,4723.745,7.653,95.492,1,52,3,0,0,64.854,HN
F. MASSA,4,52,6,90.718,90.214,4814.463,11.156,98.371,1,53,3,0,0,64.854,HN
F. MASSA,4,53,6,90.888,90.42,4905.351,14.405,102.044,1,54,3,0,0,64.854,HN
F. MASSA,4,54,6,91.064,90.632,4996.415,17.262,105.469,1,55,3,0,0,64.854,HN
F. MASSA,4,55,6,90.296,89.9,5086.711,19.687,107.558,1,56,3,0,0,64.854,HN
F. MASSA,4,56,6,90.966,90.606,5177.677,23.096,110.653,1,57,3,0,0,64.854,HN
F. MASSA,4,57,6,91.103,90.779,5268.78,26.764,114.199,1,58,3,0,0,64.854,HN
F. MASSA,4,58,6,92.777,92.489,5361.557,32.067,119.541,1,59,3,0,0,64.854,HN
N. HEIDFELD,1,1,9,105.164,102.824,105.164,10.67,10.67,0,1,0,0,0,0,HN
N. HEIDFELD,1,2,9,94.838,92.534,200.002,14.696,14.696,0,2,0,0,0,0,HN
N. HEIDFELD,1,3,9,94.52,92.252,294.522,18.61,18.61,0,3,0,0,0,0,HN
N. HEIDFELD,1,4,9,93.91,91.678,388.432,22.508,22.508,0,4,0,0,0,0,HN
N. HEIDFELD,1,5,9,93.737,91.541,482.169,25.927,25.927,0,5,0,0,0,0,HN
N. HEIDFELD,1,6,9,93.373,91.213,575.542,29.261,29.261,0,6,0,0,0,0,HN
N. HEIDFELD,1,7,9,93.942,91.818,669.484,33.196,33.196,0,7,0,0,0,0,HN
N. HEIDFELD,1,8,9,93.343,91.255,762.827,36.375,36.375,0,8,0,0,0,0,HN
N. HEIDFELD,1,9,9,93.166,91.114,855.993,39.238,39.238,0,9,0,0,0,0,HN
N. HEIDFELD,1,10,9,93.141,91.125,949.134,39.554,39.554,0,10,0,0,0,0,HN
N. HEIDFELD,1,11,9,93.452,91.472,1042.586,39.053,39.053,0,11,0,0,0,0,HN
N. HEIDFELD,1,12,9,94.138,92.194,1136.724,29.599,29.599,0,12,0,0,0,0,HN
N. HEIDFELD,1,13,9,94.333,92.425,1231.057,34.123,34.123,0,13,0,0,0,0,HN
N. HEIDFELD,1,14,9,93.628,91.756,1324.685,37.973,37.973,0,14,0,0,0,0,HN
N. HEIDFELD,1,15,9,93.813,91.977,1418.498,41.93,41.93,0,15,0,0,0,0,HN
N. HEIDFELD,1,16,9,96.3,94.5,1514.798,48.332,48.332,0,16,0,0,0,0,HN
N. HEIDFELD,1,17,9,94.318,92.554,1609.116,52.334,52.334,0,17,0,0,0,0,HN
N. HEIDFELD,1,18,9,93.618,91.89,1702.734,55.477,55.477,0,18,0,0,0,0,HN
N. HEIDFELD,1,19,9,93.529,91.837,1796.263,58.456,58.456,0,19,0,0,0,0,HN
N. HEIDFELD,1,20,9,93.493,91.837,1889.756,63.925,63.925,0,20,0,0,0,0,HN
N. HEIDFELD,1,21,9,97.521,95.901,1987.277,72.851,72.851,0,21,1,21.322,1,21.322,SN
N. HEIDFELD,2,22,9,107.556,105.972,2094.833,91.385,91.385,0,22,1,0,0,21.322,SN
N. HEIDFELD,2,23,9,89.817,88.269,2184.65,89.794,89.794,0,23,1,0,0,21.322,SN
N. HEIDFELD,2,24,9,91.494,89.982,2276.144,80.851,80.851,0,24,1,0,0,21.322,SN
N. HEIDFELD,2,25,9,91.304,89.828,2367.448,83.644,83.644,0,25,1,0,0,21.322,SN
N. HEIDFELD,2,26,9,89.786,88.346,2457.234,84.886,84.886,0,26,1,0,0,21.322,SN
N. HEIDFELD,2,27,9,89.499,88.095,2546.733,85.938,85.938,0,27,1,0,0,21.322,SN
N. HEIDFELD,2,28,9,90.124,88.756,2636.857,87.668,87.668,0,28,1,0,0,21.322,SN
N. HEIDFELD,2,29,9,93.926,92.594,2730.783,3.066,92.77,1,30,1,0,0,21.322,SN
N. HEIDFELD,2,30,9,92.605,91.309,2823.388,6.673,95.671,1,31,1,0,0,21.322,SN
N. HEIDFELD,2,31,9,89.433,88.173,2912.821,6.945,96.106,1,32,1,0,0,21.322,SN
N. HEIDFELD,2,32,9,89.8,88.576,3002.621,6.498,96.745,1,33,1,0,0,21.322,SN
N. HEIDFELD,2,33,9,90.507,89.319,3093.128,5.736,95.79,1,34,1,0,0,21.322,SN
N. HEIDFELD,2,34,9,90.493,89.341,3183.621,3.36,96.229,1,35,1,0,0,21.322,SN
N. HEIDFELD,2,35,9,91.5,90.384,3275.121,94.86,94.86,0,35,1,0,0,21.322,SN
N. HEIDFELD,2,36,9,93.604,92.524,3368.725,84.934,84.934,0,36,2,21.953,1,43.275,SN
N. HEIDFELD,3,37,9,108.332,107.288,3477.057,16.015,104.577,1,38,2,0,0,43.275,SN
N. HEIDFELD,3,38,9,87.915,86.907,3564.972,15.065,103.93,1,39,2,0,0,43.275,SN
N. HEIDFELD,3,39,9,88.282,87.31,3653.254,14.394,103.347,1,40,2,0,0,43.275,SN
N. HEIDFELD,3,40,9,89.662,88.726,3742.916,15.254,104.056,1,41,2,0,0,43.275,SN
N. HEIDFELD,3,41,9,88.529,87.629,3831.445,15.59,103.783,1,42,2,0,0,43.275,SN
N. HEIDFELD,3,42,9,88.712,87.848,3920.157,16.369,104.302,1,43,2,0,0,43.275,SN
N. HEIDFELD,3,43,9,88.019,87.191,4008.176,15.401,104.388,1,44,2,0,0,43.275,SN
N. HEIDFELD,3,44,9,88.581,87.789,4096.757,15.975,103.982,1,45,2,0,0,43.275,SN
N. HEIDFELD,3,45,9,89.902,89.146,4186.659,17.79,105.877,1,46,2,0,0,43.275,SN
N. HEIDFELD,3,46,9,89.042,88.322,4275.701,18.655,106.832,1,47,2,0,0,43.275,SN
N. HEIDFELD,3,47,9,89.479,88.795,4365.18,17.725,106.942,1,48,2,0,0,43.275,SN
N. HEIDFELD,3,48,9,90.437,89.789,4455.617,18.125,108.162,1,49,2,0,0,43.275,SN
N. HEIDFELD,3,49,9,90.117,89.505,4545.734,4.937,92.711,1,50,2,0,0,43.275,SN
N. HEIDFELD,3,50,9,93.128,92.552,4638.862,10.609,98.065,1,51,3,20.796,1,64.071,SN
N. HEIDFELD,4,51,9,105.392,104.852,4744.254,28.162,116.001,1,52,3,0,0,64.071,SN
N. HEIDFELD,4,52,9,89.301,88.797,4833.555,30.248,117.463,1,53,3,0,0,64.071,SN
N. HEIDFELD,4,53,9,87.367,86.899,4920.922,29.976,117.615,1,54,3,0,0,64.071,SN
N. HEIDFELD,4,54,9,88.349,87.917,5009.271,30.118,118.325,1,55,3,0,0,64.071,SN
N. HEIDFELD,4,55,9,87.999,87.603,5097.27,30.246,118.117,1,56,3,0,0,64.071,SN
N. HEIDFELD,4,56,9,87.385,87.025,5184.655,30.074,117.631,1,57,3,0,0,64.071,SN
N. HEIDFELD,4,57,9,87.184,86.86,5271.839,29.823,117.258,1,58,3,0,0,64.071,SN
N. HEIDFELD,4,58,9,88.035,87.747,5359.874,30.384,117.858,1,59,3,0,0,64.071,SN
N. HEIDFELD,4,59,9,88.945,88.693,5448.819,32.167,119.329,1,60,3,0,0,64.071,SN
N. HEIDFELD,4,60,9,87.181,86.965,5536,32.143,119.348,1,61,3,0,0,64.071,SN
N. HEIDFELD,4,61,9,86.958,86.778,5622.958,31.426,119.101,1,62,3,0,0,64.071,SN
N. HEIDFELD,4,62,9,87.192,87.048,5710.15,31.138,118.618,1,63,3,0,0,64.071,SN
N. HEIDFELD,4,63,9,87.166,87.058,5797.316,30.239,118.304,1,64,3,0,0,64.071,SN
N. HEIDFELD,4,64,9,87.402,87.33,5884.718,29.799,117.641,1,65,3,0,0,64.071,SN
N. HEIDFELD,4,65,9,88.297,88.261,5973.015,29.714,118.096,1,66,3,0,0,64.071,SN
N. ROSBERG,1,1,8,99.139,96.799,99.139,4.645,4.645,0,1,0,0,0,0,SU
N. ROSBERG,1,2,8,92.784,90.48,191.923,6.617,6.617,0,2,0,0,0,0,SU
N. ROSBERG,1,3,8,92.187,89.919,284.11,8.198,8.198,0,3,0,0,0,0,SU
N. ROSBERG,1,4,8,92.434,90.202,376.544,10.62,10.62,0,4,0,0,0,0,SU
N. ROSBERG,1,5,8,91.597,89.401,468.141,11.899,11.899,0,5,0,0,0,0,SU
N. ROSBERG,1,6,8,91.71,89.55,559.851,13.57,13.57,0,6,0,0,0,0,SU
N. ROSBERG,1,7,8,91.829,89.705,651.68,15.392,15.392,0,7,0,0,0,0,SU
N. ROSBERG,1,8,8,91.93,89.842,743.61,17.158,17.158,0,8,0,0,0,0,SU
N. ROSBERG,1,9,8,91.869,89.817,835.479,18.724,18.724,0,9,0,0,0,0,SU
N. ROSBERG,1,10,8,92.404,90.388,927.883,18.303,18.303,0,10,0,0,0,0,SU
N. ROSBERG,1,11,8,95.52,93.54,1023.403,19.87,19.87,0,11,1,20.647,1,20.647,SU
N. ROSBERG,2,12,8,108.494,106.55,1131.897,24.772,24.772,0,12,1,0,0,20.647,SU
N. ROSBERG,2,13,8,92.882,90.974,1224.779,27.845,27.845,0,13,1,0,0,20.647,SU
N. ROSBERG,2,14,8,90.624,88.752,1315.403,28.691,28.691,0,14,1,0,0,20.647,SU
N. ROSBERG,2,15,8,91.393,89.557,1406.796,30.228,30.228,0,15,1,0,0,20.647,SU
N. ROSBERG,2,16,8,90.355,88.555,1497.151,30.685,30.685,0,16,1,0,0,20.647,SU
N. ROSBERG,2,17,8,90.745,88.981,1587.896,31.114,31.114,0,17,1,0,0,20.647,SU
N. ROSBERG,2,18,8,90.742,89.014,1678.638,31.381,31.381,0,18,1,0,0,20.647,SU
N. ROSBERG,2,19,8,91.017,89.325,1769.655,31.848,31.848,0,19,1,0,0,20.647,SU
N. ROSBERG,2,20,8,91.016,89.36,1860.671,34.84,34.84,0,20,1,0,0,20.647,SU
N. ROSBERG,2,21,8,91.467,89.847,1952.138,37.712,37.712,0,21,1,0,0,20.647,SU
N. ROSBERG,2,22,8,91.839,90.255,2043.977,40.529,40.529,0,22,1,0,0,20.647,SU
N. ROSBERG,2,23,8,91.187,89.639,2135.164,40.308,40.308,0,23,1,0,0,20.647,SU
N. ROSBERG,2,24,8,91.734,90.222,2226.898,31.605,31.605,0,24,1,0,0,20.647,SU
N. ROSBERG,2,25,8,92.333,90.857,2319.231,35.427,35.427,0,25,1,0,0,20.647,SU
N. ROSBERG,2,26,8,92.891,91.451,2412.122,39.774,39.774,0,26,1,0,0,20.647,SU
N. ROSBERG,2,27,8,95.206,93.802,2507.328,46.533,46.533,0,27,2,19.534,1,40.181,SU
N. ROSBERG,3,28,8,106.678,105.31,2614.006,64.817,64.817,0,28,2,0,0,40.181,SU
N. ROSBERG,3,29,8,91.725,90.393,2705.731,67.718,67.718,0,29,2,0,0,40.181,SU
N. ROSBERG,3,30,8,89.596,88.3,2795.327,67.61,67.61,0,30,2,0,0,40.181,SU
N. ROSBERG,3,31,8,89.705,88.445,2885.032,68.317,68.317,0,31,2,0,0,40.181,SU
N. ROSBERG,3,32,8,89.958,88.734,2974.99,69.114,69.114,0,32,2,0,0,40.181,SU
N. ROSBERG,3,33,8,89.671,88.483,3064.661,68.538,68.538,0,33,2,0,0,40.181,SU
N. ROSBERG,3,34,8,89.155,88.003,3153.816,66.424,66.424,0,34,2,0,0,40.181,SU
N. ROSBERG,3,35,8,89.323,88.207,3243.139,62.878,62.878,0,35,2,0,0,40.181,SU
N. ROSBERG,3,36,8,89.622,88.542,3332.761,48.97,48.97,0,36,2,0,0,40.181,SU
N. ROSBERG,3,37,8,90.433,89.389,3423.194,50.714,50.714,0,37,2,0,0,40.181,SU
N. ROSBERG,3,38,8,90.361,89.353,3513.555,52.513,52.513,0,38,2,0,0,40.181,SU
N. ROSBERG,3,39,8,91.21,90.238,3604.765,54.858,54.858,0,39,2,0,0,40.181,SU
N. ROSBERG,3,40,8,91.556,90.62,3696.321,57.461,57.461,0,40,2,0,0,40.181,SU
N. ROSBERG,3,41,8,90.501,89.601,3786.822,59.16,59.16,0,41,2,0,0,40.181,SU
N. ROSBERG,3,42,8,92.936,92.072,3879.758,63.903,63.903,0,42,3,20.395,1,60.576,HN
N. ROSBERG,4,43,8,107.254,106.426,3987.012,83.224,83.224,0,43,3,0,0,60.576,HN
N. ROSBERG,4,44,8,89.608,88.816,4076.62,83.845,83.845,0,44,3,0,0,60.576,HN
N. ROSBERG,4,45,8,89.763,89.007,4166.383,85.601,85.601,0,45,3,0,0,60.576,HN
N. ROSBERG,4,46,8,92.848,92.128,4259.231,2.185,90.362,1,47,3,0,0,60.576,HN
N. ROSBERG,4,47,8,90.12,89.436,4349.351,1.896,91.113,1,48,3,0,0,60.576,HN
N. ROSBERG,4,48,8,89.839,89.191,4439.19,1.698,91.735,1,49,3,0,0,60.576,HN
N. ROSBERG,4,49,8,89.797,89.185,4528.987,91.495,91.495,0,49,3,0,0,60.576,HN
N. ROSBERG,4,50,8,90.123,89.547,4619.11,78.313,78.313,0,50,3,0,0,60.576,HN
N. ROSBERG,4,51,8,90.297,89.757,4709.407,81.154,81.154,0,51,3,0,0,60.576,HN
N. ROSBERG,4,52,8,90.591,90.087,4799.998,83.906,83.906,0,52,3,0,0,60.576,HN
N. ROSBERG,4,53,8,89.887,89.419,4889.885,86.578,86.578,0,53,3,0,0,60.576,HN
N. ROSBERG,4,54,8,92.91,92.478,4982.795,3.642,91.849,1,55,3,0,0,60.576,HN
N. ROSBERG,4,55,8,90.652,90.256,5073.447,6.423,94.294,1,56,3,0,0,60.576,HN
N. ROSBERG,4,56,8,89.67,89.31,5163.117,8.536,96.093,1,57,3,0,0,60.576,HN
N. ROSBERG,4,57,8,89.417,89.093,5252.534,10.518,97.953,1,58,3,0,0,60.576,HN
N. ROSBERG,4,58,8,90.549,90.261,5343.083,13.593,101.067,1,59,3,0,0,60.576,HN
N. ROSBERG,4,59,8,89.817,89.565,5432.9,16.248,103.41,1,60,3,0,0,60.576,HN
N. ROSBERG,4,60,8,89.564,89.348,5522.464,18.607,105.812,1,61,3,0,0,60.576,HN
N. ROSBERG,4,61,8,89.923,89.743,5612.387,20.855,108.53,1,62,3,0,0,60.576,HN
N. ROSBERG,4,62,8,89.636,89.492,5702.023,23.011,110.491,1,63,3,0,0,60.576,HN
N. ROSBERG,4,63,8,89.964,89.856,5791.987,24.91,112.975,1,64,3,0,0,60.576,HN
N. ROSBERG,4,64,8,90.262,90.19,5882.249,27.33,115.172,1,65,3,0,0,60.576,HN
N. ROSBERG,4,65,8,90.321,90.285,5972.57,29.269,117.651,1,66,3,0,0,60.576,HN
R. BARRICHELLO,1,1,11,107.077,104.737,107.077,12.583,12.583,0,1,0,0,0,0,HN
R. BARRICHELLO,1,2,11,95.18,92.876,202.257,16.951,16.951,0,2,0,0,0,0,HN
R. BARRICHELLO,1,3,11,95.129,92.861,297.386,21.474,21.474,0,3,0,0,0,0,HN
R. BARRICHELLO,1,4,11,94.693,92.461,392.079,26.155,26.155,0,4,0,0,0,0,HN
R. BARRICHELLO,1,5,11,94.716,92.52,486.795,30.553,30.553,0,5,0,0,0,0,HN
R. BARRICHELLO,1,6,11,94.248,92.088,581.043,34.762,34.762,0,6,0,0,0,0,HN
R. BARRICHELLO,1,7,11,94.265,92.141,675.308,39.02,39.02,0,7,0,0,0,0,HN
R. BARRICHELLO,1,8,11,93.952,91.864,769.26,42.808,42.808,0,8,0,0,0,0,HN
R. BARRICHELLO,1,9,11,93.675,91.623,862.935,46.18,46.18,0,9,0,0,0,0,HN
R. BARRICHELLO,1,10,11,94.548,92.532,957.483,47.903,47.903,0,10,0,0,0,0,HN
R. BARRICHELLO,1,11,11,97.342,95.362,1054.825,51.292,51.292,0,11,1,29.936,1,29.936,SN
R. BARRICHELLO,2,12,11,118.04,116.096,1172.865,65.74,65.74,0,12,1,0,0,29.936,SN
R. BARRICHELLO,2,13,11,90.996,89.088,1263.861,66.927,66.927,0,13,1,0,0,29.936,SN
R. BARRICHELLO,2,14,11,92.666,90.794,1356.527,69.815,69.815,0,14,1,0,0,29.936,SN
R. BARRICHELLO,2,15,11,91.586,89.75,1448.113,71.545,71.545,0,15,1,0,0,29.936,SN
R. BARRICHELLO,2,16,11,91.292,89.492,1539.405,72.939,72.939,0,16,1,0,0,29.936,SN
R. BARRICHELLO,2,17,11,91.015,89.251,1630.42,73.638,73.638,0,17,1,0,0,29.936,SN
R. BARRICHELLO,2,18,11,91.124,89.396,1721.544,74.287,74.287,0,18,1,0,0,29.936,SN
R. BARRICHELLO,2,19,11,91.933,90.241,1813.477,75.67,75.67,0,19,1,0,0,29.936,SN
R. BARRICHELLO,2,20,11,92.571,90.915,1906.048,80.217,80.217,0,20,1,0,0,29.936,SN
R. BARRICHELLO,2,21,11,92.727,91.107,1998.775,84.349,84.349,0,21,1,0,0,29.936,SN
R. BARRICHELLO,2,22,11,92.647,91.063,2091.422,87.974,87.974,0,22,1,0,0,29.936,SN
R. BARRICHELLO,2,23,11,94.975,93.427,2186.397,91.541,91.541,0,23,2,21.226,1,51.162,SN
R. BARRICHELLO,3,24,11,108.174,106.662,2294.571,10.767,99.278,1,25,2,0,0,51.162,SN
R. BARRICHELLO,3,25,11,90.263,88.787,2384.834,12.486,101.03,1,26,2,0,0,51.162,SN
R. BARRICHELLO,3,26,11,90.224,88.784,2475.058,14.263,102.71,1,27,2,0,0,51.162,SN
R. BARRICHELLO,3,27,11,90.302,88.898,2565.36,16.171,104.565,1,28,2,0,0,51.162,SN
R. BARRICHELLO,3,28,11,90.116,88.748,2655.476,17.463,106.287,1,29,2,0,0,51.162,SN
R. BARRICHELLO,3,29,11,90.416,89.084,2745.892,18.175,107.879,1,30,2,0,0,51.162,SN
R. BARRICHELLO,3,30,11,90.681,89.385,2836.573,19.858,108.856,1,31,2,0,0,51.162,SN
R. BARRICHELLO,3,31,11,90.846,89.586,2927.419,21.543,110.704,1,32,2,0,0,51.162,SN
R. BARRICHELLO,3,32,11,91.041,89.817,3018.46,22.337,112.584,1,33,2,0,0,51.162,SN
R. BARRICHELLO,3,33,11,91.463,90.275,3109.923,22.531,112.585,1,34,2,0,0,51.162,SN
R. BARRICHELLO,3,34,11,92.04,90.888,3201.963,21.702,114.571,1,35,2,0,0,51.162,SN
R. BARRICHELLO,3,35,11,94.1,92.984,3296.063,12.272,100.835,1,36,3,20.65,1,71.812,HN
R. BARRICHELLO,4,36,11,109.967,108.887,3406.03,33.55,122.239,1,37,3,0,0,71.812,HN
R. BARRICHELLO,4,37,11,91.595,90.551,3497.625,36.583,125.145,1,38,3,0,0,71.812,HN
R. BARRICHELLO,4,38,11,91.559,90.551,3589.184,39.277,128.142,1,39,3,0,0,71.812,HN
R. BARRICHELLO,4,39,11,91.456,90.484,3680.64,41.78,130.733,1,40,3,0,0,71.812,HN
R. BARRICHELLO,4,40,11,91.262,90.326,3771.902,44.24,133.042,1,41,3,0,0,71.812,HN
R. BARRICHELLO,4,41,11,91.786,90.886,3863.688,47.833,136.026,1,42,3,0,0,71.812,HN
R. BARRICHELLO,4,42,11,90.81,89.946,3954.498,50.71,138.643,1,43,3,0,0,71.812,HN
R. BARRICHELLO,4,43,11,90.807,89.979,4045.305,52.53,141.517,1,44,3,0,0,71.812,HN
R. BARRICHELLO,4,44,11,91.118,90.326,4136.423,55.641,143.648,1,45,3,0,0,71.812,HN
R. BARRICHELLO,4,45,11,91.799,91.043,4228.222,59.353,147.44,1,46,3,0,0,71.812,HN
R. BARRICHELLO,4,46,11,92.34,91.62,4320.562,63.516,151.693,1,47,3,0,0,71.812,HN
R. BARRICHELLO,4,47,11,91.19,90.506,4411.752,64.297,153.514,1,48,3,0,0,71.812,HN
R. BARRICHELLO,4,48,11,91.375,90.727,4503.127,65.635,155.672,1,49,3,0,0,71.812,HN
R. BARRICHELLO,4,49,11,92.214,91.602,4595.341,54.544,142.318,1,50,3,0,0,71.812,HN
R. BARRICHELLO,4,50,11,91.863,91.287,4687.204,58.951,146.407,1,51,3,0,0,71.812,HN
R. BARRICHELLO,4,51,11,91.947,91.407,4779.151,63.059,150.898,1,52,3,0,0,71.812,HN
R. BARRICHELLO,4,52,11,92.256,91.752,4871.407,68.1,155.315,1,53,3,0,0,71.812,HN
R. BARRICHELLO,4,53,11,92.397,91.929,4963.804,72.858,160.497,1,54,3,0,0,71.812,HN
R. BARRICHELLO,4,54,11,94.907,94.475,5058.711,79.558,167.765,1,55,4,20.637,1,92.449,SN
R. BARRICHELLO,5,55,11,107.214,106.818,5165.925,11.344,186.772,2,57,4,0,0,92.449,SN
R. BARRICHELLO,5,56,11,87.222,86.862,5253.147,11.131,186.123,2,58,4,0,0,92.449,SN
R. BARRICHELLO,5,57,11,88.652,88.328,5341.799,12.309,187.218,2,59,4,0,0,92.449,SN
R. BARRICHELLO,5,58,11,87.808,87.52,5429.607,12.955,187.591,2,60,4,0,0,92.449,SN
R. BARRICHELLO,5,59,11,87.629,87.377,5517.236,13.379,187.746,2,61,4,0,0,92.449,SN
R. BARRICHELLO,5,60,11,86.891,86.675,5604.127,12.595,187.475,2,62,4,0,0,92.449,SN
R. BARRICHELLO,5,61,11,87.991,87.811,5692.118,13.106,188.261,2,63,4,0,0,92.449,SN
R. BARRICHELLO,5,62,11,88.055,87.911,5780.173,13.096,188.641,2,64,4,0,0,92.449,SN
R. BARRICHELLO,5,63,11,87.694,87.586,5867.867,12.948,188.855,2,65,4,0,0,92.449,SN
R. BARRICHELLO,5,64,11,88.097,88.025,5955.964,12.663,188.887,2,66,4,0,0,92.449,SN
V. PETROV,1,1,10,98.084,95.744,98.084,3.59,3.59,0,1,0,0,0,0,SU
V. PETROV,1,2,10,92.394,90.09,190.478,5.172,5.172,0,2,0,0,0,0,SU
V. PETROV,1,3,10,91.62,89.352,282.098,6.186,6.186,0,3,0,0,0,0,SU
V. PETROV,1,4,10,91.181,88.949,373.279,7.355,7.355,0,4,0,0,0,0,SU
